"pol"	"place"	"time1"	"time2"	"Polity.Population"	"Polity.territory"	"Population.of.the.largest.settlement"	"scale.of.supracultural.interaction"	"ML11"	"ML6"	"ML1"	"ML4"	"ML2"	"ML3"	"ML7"	"ML5"	"ML9"	"ML12"	"ML8"	"ML10"
"Paris Basin -31 283"	"Paris Basin"	-31	283	6e+07	4500000	1050000	1.7e+07	0.907838438133429	1.02936069183968	0.868249605700526	0.955074668365681	0.272355729662642	0.0265660456297588	-0.503725618201766	0.768149503189283	-0.672566302603556	-6.06926157968196	-0.89091124124471	0.0768164291616099
"Paris Basin -3200 -2201"	"Paris Basin"	-3200	-2201	1000	1720265.20347003	1000	6576506.57777778	-1.09480745415698	0.0890409187527921	0.243213100550059	-0.0675782918881051	0.827019710547972	-0.342923163802424	-0.226068553191424	0.0186523202047924	-0.328514225907819	-0.0715272009675962	-0.583661854510496	0.241716244502832
"Paris Basin -324 -175"	"Paris Basin"	-324	-175	75000	1250	1525	6576506.57777778	0.0492895183578293	0.000252253012804567	-1.90385959622679	0.893030107949828	0.592430636964632	-1.56306697428098	-0.448450943280337	0.497872468478593	2.38380749893836	0.366872582568495	-0.363760937017769	0.574183374877913
"Paris Basin -474 -325"	"Paris Basin"	-474	-325	14965144.9772727	1250	3525	6576506.57777778	-0.117000983452884	0.0487617517672882	-1.78836553824858	0.462263358580791	0.661459771021774	-0.63586514511307	-0.542867329693668	-0.496396183069854	-0.389291976801677	0.122037926299907	-0.13120533214827	0.528821789478743
"Paris Basin -600 -475"	"Paris Basin"	-600	-475	14965144.9772727	7500	5000	6576506.57777778	-0.195805132079254	-0.515342507932699	0.230043026814449	0.346508233150062	1.10953909319871	-0.882605532004526	-0.541460101288931	-0.262949502098088	-0.427097538257891	0.122665830861285	-0.659870205142977	0.0376156370576665
"Paris Basin -700 -601"	"Paris Basin"	-700	-601	4000	2750	4000	6576506.57777778	-0.0782672106649076	-0.575589107579913	0.216485843558711	0.229609447166892	1.03060863621012	-0.825480988721998	-0.473200691854808	-0.0801617219592134	-0.365545577148147	-0.303520733947905	-0.476460133853458	0.0239114317791092
"Paris Basin -900 -701"	"Paris Basin"	-900	-701	14965144.9772727	1750	625	6576506.57777778	0.227407306675948	-0.56091295801342	0.13083161148268	-0.0719024383744893	0.887561073727667	-0.819134544680852	-0.436264198356987	-0.268309287016388	-0.218224398726031	0.0895624711227427	-0.265281844921347	0.265623110816914
"Paris Basin 1150 1327"	"Paris Basin"	1150	1327	3e+06	75000	27500	1.7e+07	0.757023665107911	0.864384252968222	0.507395484246265	0.436638102522882	0.0278456383652399	0.89859544204393	0.326608036152922	-0.902693519979062	0.215572614414608	0.579862265376541	-0.0243503563207647	1.09757556310445
"Paris Basin 1328 1449"	"Paris Basin"	1328	1449	9e+06	340000	150000	6576506.57777778	1.10116591215926	0.902523403419686	0.24269612350793	0.154086276925079	-0.135746322406498	0.858251709917901	3.00005446286964	-1.05820234896421	0.659797987212296	0.664084286456474	0.430340085038503	1.20147037669702
"Paris Basin 1450 1588"	"Paris Basin"	1450	1588	1.1e+07	450000	275000	6576506.57777778	0.83000324251644	0.738080936802757	0.782292863377099	0.160652998323027	0.143154036521253	0.780464202774766	2.99469878382036	-0.906071627329688	0.047259022202035	0.776075412079064	0.0884171616507779	0.807509492201864
"Paris Basin 1589 1659"	"Paris Basin"	1589	1659	18500000	931000	2e+05	6576506.57777778	0.602900455151154	1.06559972540031	0.704270252845359	-0.239785253256953	0.0575724874960632	0.94695796931296	3.25283220060645	-0.811299814952581	0.129892357499748	-0.306823420959977	0.0530447301147707	0.684693385087192
"Paris Basin 1660 1788"	"Paris Basin"	1660	1788	21800000	2250000	455000	6576506.57777778	0.484461420909455	1.29254906464553	0.704212156530115	-0.986124987790777	-0.018405260054542	0.943347107352946	3.77820918535983	-0.761198579673217	0.131082061687113	-0.457143519135651	0.138078736494881	0.66625044167207
"Paris Basin 284 473"	"Paris Basin"	284	473	5.5e+07	4250000	8e+05	1.7e+07	0.937737208153448	0.981714040167169	0.827169288981039	0.482945231663138	0.293101880989652	0.174842968692799	-0.378175284434619	1.97975239530374	-0.307823505750541	-1.55954502037185	-0.707006515674017	0.414062947504276
"Paris Basin 481 542"	"Paris Basin"	481	542	1500000	250000	25000	6576506.57777778	0.807985939165522	0.405226904491294	0.386933713526081	0.559636994483698	0.126996105656726	0.889241594707359	-0.25531495556369	-0.915878386806863	0.331892181908656	0.462719911667932	-0.807884494065886	1.17612588370676
"Paris Basin 543 686"	"Paris Basin"	543	686	1e+06	230000	25000	6576506.57777778	0.749093347551042	0.399304473783592	0.64754480313521	0.582478687278592	0.251463537216465	0.901690715718501	-0.150188913362253	-0.791265410273964	-0.0653925025995584	0.366754574848454	-1.13135511182987	0.926146394727473
"Paris Basin 687 750"	"Paris Basin"	687	750	1e+06	250000	25000	6576506.57777778	0.746284814855125	0.337326035784945	0.681764805381101	0.653841566974284	0.247367320665155	0.872547908162591	-0.117158148856847	-0.823152178468789	-0.0109014732969992	0.429330548972524	-1.0100909381686	1.02757887029249
"Paris Basin 752 839"	"Paris Basin"	752	839	1.5e+07	1100000	25000	1.7e+07	0.489260265971494	0.162380254501752	0.919885895890476	0.805494531451276	0.322676321814684	1.02561407978044	-0.226844098449737	-0.74266373334265	-0.190307560167124	-0.452375511747915	-0.92260848102785	0.870365314814939
"Paris Basin 840 986"	"Paris Basin"	840	986	6500000	675000	10000	1.7e+07	0.397850683060864	0.494601643172999	0.135384116053047	0.973244591664309	0.102781079364288	1.20823018292518	-0.32069006897046	-0.908405918006933	0.534993607134818	-0.529165626595697	-0.810571363584394	1.13139267319038
"Paris Basin 987 1149"	"Paris Basin"	987	1149	750000	15000	25000	1.7e+07	0.397894991727658	-0.0420138655798942	0.639292283949423	0.811114212007754	0.398412721274586	0.988832317150034	-0.36185785545732	-0.541267268850065	-0.161876426874062	0.000186454218218841	-0.928029866884354	0.805749444926225
"Sogdiana -129 29"	"Sogdiana"	-129	29	162500	15000	170408.662280702	4e+06	0.797010266887005	-0.0369934456097847	0.649717849231793	0.336740993889127	-0.639183053259993	0.998574498856162	-0.496654330167226	-1.07776640998724	0.0527165647762063	0.473810571327464	-0.371657617327971	1.35023808921621
"Sogdiana -1400 -1000"	"Sogdiana"	-1400	-1000	14965144.9772727	1720265.20347003	170408.662280702	6576506.57777778	0.333191271361421	-0.481149068701497	-1.63311579829068	0.0157146957371853	0.869538968908141	-1.89504148989103	-0.380263088555182	-0.254063345467508	-0.757635658550283	0.130103650918478	-0.236379660518938	-0.397438878341965
"Sogdiana -2000 -1401"	"Sogdiana"	-2000	-1401	14965144.9772727	10750	150	2250000	0.242261886724101	-0.0525889961925327	-1.75485854973692	0.744342140661485	0.82999675667261	-1.93239248880276	-0.72206494817199	-0.31351023570696	-0.839127869376887	0.191657117286108	-0.0211689299165057	-0.300853289575934
"Sogdiana -248 -130"	"Sogdiana"	-248	-130	1750000	7e+05	37500	4750000	0.699871366775371	0.114738138183806	0.875167779076591	0.700608591830019	-0.593312190909992	1.10166498645965	-0.767612396959559	0.950694732545304	0.00908157523272432	0.135574806074913	-0.677233417773396	1.25166440481972
"Sogdiana -300 -249"	"Sogdiana"	-300	-249	1.6e+07	1387500	75000	4750000	1.04788107402919	0.867090861082808	0.402319269933105	0.680570403017877	0.252444213492824	0.157663478696924	-0.439936845518257	1.38487137174257	0.192484588169432	-0.019593694247283	-0.290366053205954	0.629073237079684
"Sogdiana -3500 -2001"	"Sogdiana"	-3500	-2001	14965144.9772727	1720265.20347003	4375	875000	-0.166397506205545	0.0126610983593657	-1.7747765906154	0.088987298189002	0.0684377185240431	-0.0744264054971172	-0.453144206624544	-0.17106464806898	-0.650992940098538	0.336887709012785	-0.0441533834798612	-0.0661314143435555
"Sogdiana -520 -330"	"Sogdiana"	-520	-330	2.6e+07	4e+06	2e+05	2750000	1.10956869174297	1.28434914452763	0.422149676452409	0.285413383537413	-0.323368324786156	0.832581144945111	0.0958176917902568	-1.06733836031187	0.471140233075478	0.139815748963582	0.445144645659283	1.34867932906872
"Sogdiana -750 -600"	"Sogdiana"	-750	-600	14965144.9772727	1720265.20347003	25000	6576506.57777778	0.157315454871332	-0.537104636044239	-1.6872612201913	0.322386945823387	0.422552519912371	-0.304831618500732	-0.716113196694809	-0.441724664994994	-0.694234595129858	0.606858475540554	0.244746108857402	0.0560621267987932
"Sogdiana -999 -751"	"Sogdiana"	-999	-751	75000	1720265.20347003	25000	6576506.57777778	0.151056908274502	0.0855182858957445	-1.72907703759866	0.266485482591887	0.831375502714621	-1.95815061190661	-0.558646540048539	-0.362982337043958	-0.769188704096177	0.455532461841744	-0.282393742932291	-0.332812779604925
"Sogdiana 1263 1361"	"Sogdiana"	1263	1361	2e+06	3500000	170408.662280702	1.1e+07	0.905568642115906	0.27550870801354	0.515363376171906	0.301874647544733	0.185477397688951	0.851389327330584	-0.0659002481019242	0.0902352919306271	0.351493335082024	0.327100334477085	0.0246983787584845	0.910338404509009
"Sogdiana 1370 1526"	"Sogdiana"	1370	1526	4.9e+07	5500000	150000	8500000	1.12449839429366	0.618579007361926	0.901743291349264	0.192050754111716	0.336394391961012	0.79145348716172	-0.228114966702035	1.64589262214334	-0.299271016445065	0.438601819695299	-0.466772191189951	0.371322897906517
"Sogdiana 1599 1747"	"Sogdiana"	1599	1747	950000	225000	170408.662280702	6576506.57777778	0.705346758766876	0.175253732109211	0.798369946568242	0.206392878138206	0.508628162016655	0.777385694879498	0.896859045085794	1.28882256304896	-0.0137993509771264	0.536663221789478	-0.569337262213638	0.399704918442507
"Sogdiana 231 425"	"Sogdiana"	231	425	5e+06	2900000	1e+05	3250000	0.965184990383008	0.584955380203271	0.895545735133613	0.432588321552261	0.486629740385932	0.768351284888998	-0.495211360902003	1.76515391892977	-0.881679052451801	0.250201794897049	-0.356075134874959	0.214492822334139
"Sogdiana 30 230"	"Sogdiana"	30	230	13750000	2250000	1e+05	4e+06	0.80123981700061	0.426102146228825	0.71103512413538	0.585706125819507	0.959025572799977	0.390851453999885	-0.639373496025374	-0.926096696566053	0.0811759877478737	0.890185247415465	-0.556866791982566	-2.22766811530044
"Sogdiana 426 563"	"Sogdiana"	426	563	26500000	2e+06	170408.662280702	7750000	0.974788723070299	0.390665891863377	0.973426001074293	0.501437584161897	0.833568187406361	0.49238852505627	-0.485855751026516	-0.107285130481451	-0.313438888386102	0.613019265580138	-0.833607776533297	-2.0340467517255
"Sogdiana 564 603"	"Sogdiana"	564	603	1750000	3150000	170408.662280702	6576506.57777778	1.08289136383708	-0.160386013291591	0.908208903731029	-1.65609108990427	0.723917151092173	0.421608591197425	-0.629071237493957	0.181731194728897	0.270416752587345	0.173051834554131	0.0999871439650435	-1.94433374400247
"Sogdiana 604 711"	"Sogdiana"	604	711	32500	15000	27500	5e+05	0.96127461583366	0.245502581566089	0.991297902826651	0.102123487542238	0.790900164686183	0.543770661185328	-0.452194738513304	1.26137960235738	-0.235404967320649	0.913743375294242	-0.581783672012498	-1.8648869951398
"Sogdiana 750 946"	"Sogdiana"	750	946	2.1e+07	1e+06	3e+05	1.1e+07	0.963690624997322	0.784409911637312	0.770892764844487	0.481014977301372	0.0604396406174179	1.06847566374183	-0.365980054805674	1.70805454132571	-0.199366344189203	0.247824705292515	-0.276091815345032	1.03221168501622
"Sogdiana 876 990"	"Sogdiana"	876	990	6e+06	6e+05	130000	2750000	1.11416645242182	0.88828586372509	0.747686259493878	0.271014693806149	0.101868498860816	0.858558019734896	-0.250147891781883	1.34128467306552	-0.0468598957251162	0.71753101557605	-0.363178605393869	0.897999687249879
"Sogdiana 991 1212"	"Sogdiana"	991	1212	2250000	1400000	3e+05	3250000	1.02908602406716	0.41084321254055	0.763563218883751	0.174378021832801	0.166369379660984	0.778977267051814	-0.312877165241112	1.13525346612877	0.173775703870105	0.995034497172949	-0.245348136865195	1.04062652388512
"Southern China Hills 1701 1895"	"Southern China Hills"	1701	1895	175000	10100	7500	11300000	0.0213774396930314	-0.771704902148179	-1.48776607410854	0.71485625954838	1.18923120821623	0.188653485616893	0.765606157553674	0.637495140328167	-1.09064039692695	-1.17125334763569	-0.614574998529392	-2.20896808086218
"Southern China Hills 1896 1941"	"Southern China Hills"	1896	1941	14965144.9772727	1720265.20347003	170408.662280702	11839074	-0.249751512177355	-2.15711289019099	-0.973202394366061	0.788870236215742	1.5436850123986	0.275697888208286	0.946622106816605	1.15065544961762	-0.20862859013478	-1.19985512270981	-6.30453652614715e-05	-2.46522511791882
"Southern Mesopotamia -1005 -980"	"Southern Mesopotamia"	-1005	-980	14965144.9772727	1720265.20347003	170408.662280702	6576506.57777778	-0.719182615587874	0.0287520589785049	1.20011318623268	0.624935994043301	1.17708688464387	-1.67879877871227	-0.617686578180279	-0.0159475564600538	-0.778188091929702	0.0525854223141066	-0.934765672314204	0.159763782076536
"Southern Mesopotamia -1153 -1027"	"Southern Mesopotamia"	-1153	-1027	14965144.9772727	1720265.20347003	170408.662280702	6576506.57777778	-0.655471109439976	0.252725003833227	1.22638653715611	0.486167341193448	1.06801981358305	-1.71801639871745	-0.553917592990593	-0.167881691378653	-0.448434461313987	0.452130854325803	-0.734601135578904	0.304825313391318
"Southern Mesopotamia -143 40"	"Southern Mesopotamia"	-143	40	75000	280000	450000	3750000	0.844533879902487	0.67360985573898	0.800521488247915	0.661358201585518	0.291024193310188	0.705978244681228	-0.526809158204342	-0.846438962224543	-0.123262366785808	0.813544009357809	-0.559813964330746	0.865130173920592
"Southern Mesopotamia -1595 -1154"	"Southern Mesopotamia"	-1595	-1154	14965144.9772727	225000	170408.662280702	550000	0.0540169237560185	0.214092509723148	1.19844595356649	0.465307463210239	0.998529399103404	-1.8691992892381	-0.33551899655699	-0.118678286432774	-0.483798725720118	0.568657436225623	-0.730174431317414	0.259866906170416
"Southern Mesopotamia -1894 -1596"	"Southern Mesopotamia"	-1894	-1596	14965144.9772727	450000	170408.662280702	6576506.57777778	0.16364209522479	0.433355695323765	0.292789627681344	0.480649608680456	0.77230972238286	-1.78303542831556	-0.414057237261719	-0.135158733881724	0.231628313741942	0.352918740561907	0.241184129890308	0.361390355018016
"Southern Mesopotamia -2003 -1895"	"Southern Mesopotamia"	-2003	-1895	14965144.9772727	1720265.20347003	2e+05	6576506.57777778	-0.967708562479014	0.366380614641783	1.05637497266928	0.624949035166683	0.86128418451622	-1.51966042309703	-0.394533626298443	-0.150635594580073	-0.370028855137714	0.0571672166720422	-0.786925314332586	0.355241823503676
"Southern Mesopotamia -2112 -2004"	"Southern Mesopotamia"	-2112	-2004	2e+05	1720265.20347003	2e+05	6576506.57777778	-0.25407584110976	0.3916810485869	0.640748513753325	0.770348673190024	0.778811152191267	-2.01354947755494	-0.735492606972661	-1.36811513867479	0.0193549640100378	1.05757678878209	0.293546691246423	0.488982999378432
"Southern Mesopotamia -2350 -2150"	"Southern Mesopotamia"	-2350	-2150	14965144.9772727	725000	30000	6576506.57777778	-0.630348969763704	0.678733681523739	1.09031699698757	0.370379521437953	0.831686942107482	-1.91694426956717	-0.542003349651318	-0.874191440610102	-0.502212311622397	0.969631274331061	0.0471587852020098	0.340167498156442
"Southern Mesopotamia -2900 -2351"	"Southern Mesopotamia"	-2900	-2351	53250	10700	170408.662280702	6576506.57777778	-0.236706656008261	0.127876159235952	0.451676051772289	0.48409059335538	0.739504362747151	-1.91330891301604	-0.522495460793588	-0.161181954842627	-0.21645931206629	0.380630125659023	0.886832032349703	0.259375051908969
"Southern Mesopotamia -312 -144"	"Southern Mesopotamia"	-312	-144	1.6e+07	1387500	75000	4750000	1.04788107402919	0.867090861082808	0.402319269933105	0.680570403017877	0.252444213492824	0.157663478696924	-0.439936845518257	1.38487137174257	0.192484588169432	-0.019593694247283	-0.290366053205954	0.629073237079684
"Southern Mesopotamia -4200 -3000"	"Southern Mesopotamia"	-4200	-3000	30500	1900	28500	6576506.57777778	-0.572558211402687	-0.12728393407075	-1.6359538520964	0.615285846265899	-2.65728899173335	-1.06257182691904	-0.585020965873546	-0.00161303025200593	2.018767534705	-0.189751374958735	1.3205054995116	0.222742921073574
"Southern Mesopotamia -539 -331"	"Southern Mesopotamia"	-539	-331	2.6e+07	4e+06	2e+05	2750000	1.10956869174297	1.28434914452763	0.422149676452409	0.285413383537413	-0.323368324786156	0.832581144945111	0.0958176917902568	-1.06733836031187	0.471140233075478	0.139815748963582	0.445144645659283	1.34867932906872
"Southern Mesopotamia -5500 -4201"	"Southern Mesopotamia"	-5500	-4201	14965144.9772727	1720265.20347003	1000	6576506.57777778	-1.5955728026583	0.0690622362603786	-1.70403113353334	-2.67849954452429	-2.74575867500871	-0.692048728615469	-0.0949807465165524	0.308091126574801	-0.240913296315164	-0.93470233004748	-0.340202661471656	0.073529977735905
"Southern Mesopotamia -626 -538"	"Southern Mesopotamia"	-626	-538	14965144.9772727	8e+05	170408.662280702	6576506.57777778	0.375215973019078	0.474527306758732	0.679086434875442	0.939324653657093	0.801603190694856	-1.80779363519482	-0.647864046764462	-0.105749749505543	-0.0482476004424834	0.132781019081768	-0.353698474065088	0.479537795180218
"Southern Mesopotamia -729 -627"	"Southern Mesopotamia"	-729	-627	6e+06	1400000	10000	6576506.57777778	-0.0497591364237207	0.385904007850945	0.489270711786218	1.09962518909203	0.873974050465328	-1.91944912874214	-0.821482844100686	-0.625585633211811	-0.334762220673234	-0.217575695385835	1.51251947483602	0.431543103556089
"Southern Mesopotamia -9000 -5501"	"Southern Mesopotamia"	-9000	-5501	14965144.9772727	1720265.20347003	170408.662280702	6576506.57777778	-1.27555419401964	-0.453089319627222	0.418814337498808	-3.05106078500312	0.0193471921181004	0.468617869099904	0.175384265142242	0.667729387549268	-0.276457048416827	-0.954717689408977	-0.539434849665348	-0.22001125211558
"Southern Mesopotamia -979 -732"	"Southern Mesopotamia"	-979	-732	14965144.9772727	1720265.20347003	170408.662280702	6576506.57777778	-0.8201978494798	-0.00817644156571045	-0.930198204562624	0.418739498684294	0.953216726546514	-1.61207081287339	-0.566695950809215	-0.256390556105287	1.25139155095734	0.225886610188708	-0.550716865121891	0.473737870332088
"Southern Mesopotamia 1056 1190"	"Southern Mesopotamia"	1056	1190	12100000	4250000	750000	3250000	1.07545470253847	0.830636295589957	0.74052641949297	0.13455234639016	0.0911716076238142	0.919684928319655	-0.284809379883728	1.44851427865947	0.0397440320031588	0.390707106472061	-0.505981534279904	0.878382072458666
"Southern Mesopotamia 1191 1207"	"Southern Mesopotamia"	1191	1207	3900000	750000	1e+06	3500000	0.923314184712323	0.511413585571159	0.908322873035977	0.284106707085636	0.21755446610052	0.979645635208274	-0.280647873136664	1.84998260022162	-0.332795239220206	0.521125619034017	-0.465975407164848	0.811291381879472
"Southern Mesopotamia 1263 1335"	"Southern Mesopotamia"	1263	1335	5250000	3800000	150000	2.5e+07	1.01743386879788	0.73242374280495	0.866671259578738	0.284985984215893	0.235093147858738	0.823219951603879	0.0340352648626342	1.5077637004522	-0.161921027628063	0.850926915030396	-0.512566937212749	0.702682710165926
"Southern Mesopotamia 1394 1470"	"Southern Mesopotamia"	1394	1470	4.9e+07	5500000	150000	8500000	1.12449839429366	0.618579007361926	0.901743291349264	0.192050754111716	0.336394391961012	0.79145348716172	-0.228114966702035	1.64589262214334	-0.299271016445065	0.438601819695299	-0.466772191189951	0.371322897906517
"Southern Mesopotamia 1471 1533"	"Southern Mesopotamia"	1471	1533	9e+06	2700000	2e+05	2700000	0.899295497761156	0.675487582566053	0.881355002843188	0.28348144658165	0.26008881182058	0.913400983464906	1.93486965863251	0.162166102017531	-0.202224003996898	-0.0521938126430085	-0.404072893202534	0.505205176021072
"Southern Mesopotamia 1534 1682"	"Southern Mesopotamia"	1534	1682	2.8e+07	4836000	675000	4750000	1.22645069518638	1.11758568419212	0.676002076590363	0.214932705862568	-0.0281246426344699	0.839295150458592	2.29309108524666	1.16911378795084	-0.0197726768989328	0.866157460424656	0.256721285806758	0.934267024721661
"Southern Mesopotamia 1683 1838"	"Southern Mesopotamia"	1683	1838	2.4e+07	4710000	570000	6576506.57777778	1.08150958935645	1.13926178289544	0.696955582214402	-0.154684806336523	-0.0678432659211303	0.899452317627944	2.91666787172641	1.19303332233377	-0.0169721190696679	0.928942053736479	0.232387633779032	0.940569492856216
"Southern Mesopotamia 220 498"	"Southern Mesopotamia"	220	498	5e+06	2900000	1e+05	3250000	0.965184990383008	0.584955380203271	0.895545735133613	0.432588321552261	0.486629740385932	0.768351284888998	-0.495211360902003	1.76515391892977	-0.881679052451801	0.250201794897049	-0.356075134874959	0.214492822334139
"Southern Mesopotamia 41 219"	"Southern Mesopotamia"	41	219	4750000	1800000	30000	3750000	0.867631216521428	0.661092481955858	0.793372719879249	0.357447690654238	-0.18670742295219	-0.178888134649675	-0.520435148491211	-0.754778737066785	-0.0927427080213388	0.333983443899886	-0.650574799242561	0.210417725318461
"Southern Mesopotamia 499 635"	"Southern Mesopotamia"	499	635	8900000	3050000	4e+05	3250000	1.05746746061228	0.609176515454189	0.821186292215369	0.297364129586237	0.222701911099328	0.911729665239964	-0.446208966663929	1.520282441462	-0.0595124674926684	0.446048699247355	-0.576787262828222	0.707697876934961
"Southern Mesopotamia 661 749"	"Southern Mesopotamia"	661	749	2.8e+07	9e+06	3e+05	9e+06	0.783024780603128	0.784497024084217	0.728272873730573	0.768289839796159	0.0673188495582884	1.06543500266264	-0.528676186796941	1.38726491878983	-0.0321694798733611	0.0354058781075777	-0.457406260267999	1.16589738631475
"Southern Mesopotamia 750 946"	"Southern Mesopotamia"	750	946	2.1e+07	1e+06	3e+05	1.1e+07	0.963690624997322	0.784409911637312	0.770892764844487	0.481014977301372	0.0604396406174179	1.06847566374183	-0.365980054805674	1.70805454132571	-0.199366344189203	0.247824705292515	-0.276091815345032	1.03221168501622
"Southern Mesopotamia 947 1055"	"Southern Mesopotamia"	947	1055	5e+06	9e+05	512500	3250000	0.91907773465273	0.588773414714613	0.643794783969759	0.644990229809635	0.301335292426005	0.856998336418349	-0.369998587211704	1.69377545763116	-0.186182801231316	0.355975597487923	-0.508436590307603	0.668366212974338
"Susiana -1100 -901"	"Susiana"	-1100	-901	14965144.9772727	1720265.20347003	170408.662280702	6576506.57777778	-0.1067490123698	-0.556435723585771	0.185763330092921	0.562786592242678	1.05915019834983	-1.94049352858467	-0.68588273591908	-1.40836879206503	-0.188432951852965	0.813942686413226	-0.296207101892597	0.560179628725681
"Susiana -1200 -1101"	"Susiana"	-1200	-1101	14965144.9772727	275000	170408.662280702	6576506.57777778	-0.132977493460881	0.348427033279667	0.376077150276165	0.569930833064117	0.881073634666137	-1.96758195927148	-0.602426272050335	-1.49715434757064	0.667012615743161	0.964281157981929	-0.308479285558601	0.568428152438652
"Susiana -1400 -1201"	"Susiana"	-1400	-1201	14965144.9772727	310000	11375	6576506.57777778	-0.312401531257106	0.270975693787081	0.452236384445604	0.62268437539817	0.928697932921724	-1.96691118051923	-0.640819976106016	-1.309636187472	0.335377380471452	0.900729178844311	0.315646535160433	0.515622392898891
"Susiana -143 24"	"Susiana"	-143	24	75000	280000	450000	3750000	0.844533879902487	0.67360985573898	0.800521488247915	0.661358201585518	0.291024193310188	0.705978244681228	-0.526809158204342	-0.846438962224543	-0.123262366785808	0.813544009357809	-0.559813964330746	0.865130173920592
"Susiana -1500 -1401"	"Susiana"	-1500	-1401	14965144.9772727	245000	3750	6576506.57777778	-0.343200949732626	0.188085104823514	0.46719285158932	0.631766384088721	0.975593773336516	-2.0300375398772	-0.61861488930901	-1.22543286516002	0.0700828397208544	0.840847777191389	1.49683984845568	0.374111622563799
"Susiana -1700 -1501"	"Susiana"	-1700	-1501	14965144.9772727	1720265.20347003	15125	6576506.57777778	-0.367223912247979	0.300642531223321	0.442665919197601	0.615433884126935	0.920755129390137	-1.83150518403118	-0.645592638505386	-0.560314679583256	0.508082510762152	0.742776759319225	-0.38004761113633	0.484298529137412
"Susiana -1900 -1701"	"Susiana"	-1900	-1701	14965144.9772727	1720265.20347003	16250	6576506.57777778	-0.44439707226713	0.351504824393142	0.48260393173099	0.57189129291851	0.959999996809937	-1.88959904119094	-0.71447709616952	-0.46557419020587	0.287785491792063	0.493238828776054	0.227303267583819	0.386387845354118
"Susiana -2028 -1901"	"Susiana"	-2028	-1901	14965144.9772727	1720265.20347003	16250	6576506.57777778	-0.401811673290296	0.209182039853357	0.350019212009132	0.68927696620244	0.910142775972234	-1.83375669182307	-0.780376723368952	-0.468622635483951	0.51838201900757	0.800536529956351	-0.220043535827621	0.536934390252437
"Susiana -2112 -2029"	"Susiana"	-2112	-2029	2e+05	1720265.20347003	2e+05	6576506.57777778	-0.25407584110976	0.3916810485869	0.640748513753325	0.770348673190024	0.778811152191267	-2.01354947755494	-0.735492606972661	-1.36811513867479	0.0193549640100378	1.05757678878209	0.293546691246423	0.488982999378432
"Susiana -2250 -2113"	"Susiana"	-2250	-2113	14965144.9772727	725000	30000	6576506.57777778	-0.630348969763704	0.678733681523739	1.09031699698757	0.370379521437953	0.831686942107482	-1.91694426956717	-0.542003349651318	-0.874191440610102	-0.502212311622397	0.969631274331061	0.0471587852020098	0.340167498156442
"Susiana -2675 -2251"	"Susiana"	-2675	-2251	14965144.9772727	250000	5750	6576506.57777778	-0.824596077808554	0.580747694213574	0.644390218726427	0.0796109171963884	0.0850890672315646	-1.60355152505676	-0.628877093170227	-0.0349682217770773	0.111288575664835	-0.0733499355968271	0.176955092020185	0.552915621947448
"Susiana -3100 -2676"	"Susiana"	-3100	-2676	14965144.9772727	1720265.20347003	6250	6576506.57777778	-1.23124620053122	-0.023116517296757	0.717877323708496	0.176233691437442	-2.24814685628734	-1.10764294619462	-0.607800094082075	0.0257265682366786	0.132409232153861	-0.294943506647319	-0.107290801782654	-0.660639230631216
"Susiana -312 -144"	"Susiana"	-312	-144	1.6e+07	1387500	75000	4750000	1.04788107402919	0.867090861082808	0.402319269933105	0.680570403017877	0.252444213492824	0.157663478696924	-0.439936845518257	1.38487137174257	0.192484588169432	-0.019593694247283	-0.290366053205954	0.629073237079684
"Susiana -3800 -3101"	"Susiana"	-3800	-3101	15950	1720265.20347003	2625	6576506.57777778	-1.3938827084622	0.202262372378319	0.674723727671215	-0.137334960668623	-2.31889824956989	-1.0662252988056	-0.506177657394183	-0.740824467805135	0.163230422967352	-0.128790007073484	-0.180762838088466	-0.624628058663825
"Susiana -4300 -3801"	"Susiana"	-4300	-3801	6400	1	875	6576506.57777778	-1.39467774101924	-0.362605058553054	-1.56904712146947	0.159505865204966	-2.2372598536177	-0.880546215352215	-0.628803097055131	-0.676145175801456	-0.960928264935265	-0.866467735506858	-0.857883828335226	-0.714564115148929
"Susiana -4700 -4301"	"Susiana"	-4700	-4301	14965144.9772727	1720265.20347003	1875	6576506.57777778	-1.45406054670849	-0.542824240002093	-1.44284097506839	0.0973732971738067	-2.19928328621666	-0.748972709245995	-0.571179836419532	0.27692631175399	-1.27908912292249	-1.57052831221614	-1.16279039888692	-0.7701302926674
"Susiana -5100 -4701"	"Susiana"	-5100	-4701	14965144.9772727	1720265.20347003	1875	6576506.57777778	-1.45360657249737	-0.539146977379037	-1.44372466462152	0.0946378528766341	-2.19827761934046	-0.750906485712438	-0.571456705961468	0.282080619553159	-1.27747411607255	-1.57270727237591	-1.15915523106052	-0.773548759379897
"Susiana -539 -331"	"Susiana"	-539	-331	2.6e+07	4e+06	2e+05	2750000	1.10956869174297	1.28434914452763	0.422149676452409	0.285413383537413	-0.323368324786156	0.832581144945111	0.0958176917902568	-1.06733836031187	0.471140233075478	0.139815748963582	0.445144645659283	1.34867932906872
